Altium Designer Pick and Place Locations
C:\Users\strat\Desktop\SinglePhaseInverter (12-13-2023 2-28-42 PM)\Project Outputs for SinglePhaseInverter\Pick Place for UNIFI_SinglePhaseInverter.txt

========================================================================================================================
File Design Information:

Date:       20/12/23
Time:       17:20
Revision:   Not in VersionControl
Variant:    No variations
Units used: mil

Designator Comment                Layer       Footprint                   Center-X(mil) Center-Y(mil) Rotation Description                                                                                                                               
J50        TSW-102-07-T-S         TopLayer    TSW-102-XX-YY-S             2438.189      6149.606      0        Connector                                                                                                                                 
J49        TSW-102-07-T-S         TopLayer    TSW-102-XX-YY-S             2438.189      6385.827      0        Connector                                                                                                                                 
J48        TSW-102-07-T-S         TopLayer    TSW-102-XX-YY-S             2431.890      6618.110      0        Connector                                                                                                                                 
J47        142-0701-201           BottomLayer 1420701201                  817.323       5883.465      180      Connector                                                                                                                                 
J46        TSW-102-07-T-S         TopLayer    TSW-102-XX-YY-S             462.205       5833.465      270      Connector                                                                                                                                 
J45        142-0701-201           BottomLayer 1420701201                  401.575       6440.945      180      Connector                                                                                                                                 
J44        TSW-102-07-T-S         TopLayer    TSW-102-XX-YY-S             795.276       6867.323      270      Connector                                                                                                                                 
J39        142-0701-201           BottomLayer 1420701201                  393.701       7439.370      0        Connector                                                                                                                                 
J37        142-0701-201           BottomLayer 1420701201                  395.276       8724.409      180      Connector                                                                                                                                 
J32        142-0701-201           BottomLayer 1420701201                  393.701       7972.441      0        Connector                                                                                                                                 
J31        142-0701-201           BottomLayer 1420701201                  395.276       9253.543      180      Connector                                                                                                                                 
J29        TSW-102-07-T-S         TopLayer    TSW-102-XX-YY-S             642.913       9763.780      0        Connector                                                                                                                                 
J25        TSW-102-07-T-S         TopLayer    TSW-102-XX-YY-S             1397.638      10042.126     270      Connector                                                                                                                                 
J5         1714971                TopLayer    1714971                     17006.299     2633.858      180      Connector                                                                                                                                 
J4         1714971                TopLayer    1714971                     1194.488      13484.252     180      Connector                                                                                                                                 
IC17       SN74HC08DE4            TopLayer    SOIC127P600X175-14N         3803.150      6291.339      0        "Integrated Circuit"                                                                                                                      
IC14       SN74HC08DE4            TopLayer    SOIC127P600X175-14N         3834.646      8358.268      180      "Integrated Circuit"                                                                                                                      
IC5        ADP7156ARDZ-3.3-R7     TopLayer    SOIC127P600X175-9N          4441.061      3112.205      180      "Integrated Circuit"                                                                                                                      
IC4        ISL21010CFH315Z-T7A    TopLayer    SOT95P237X112-3N            10688.976     2964.567      180      "Integrated Circuit"                                                                                                                      
IC3        REF3125AQDBZRQ1        TopLayer    SOT95P237X112-3N            9409.882      3149.724      0        "Integrated Circuit"                                                                                                                      
IC2        OPA2350UA_2K5          TopLayer    SOIC127P600X175-8N          1169.291      11010.236     180      "Integrated Circuit"                                                                                                                      
IC1        AMC1100DUBR            TopLayer    SOP254P1040X485-8N          1848.425      11325.197     180      "Integrated Circuit"                                                                                                                      
H2         OMNI-UNI-41-75         TopLayer    OMNIUNI4175                 6622.047      7048.425      270      Hardware                                                                                                                                  
FB4        BLM18KG260TN1D         TopLayer    BLM18EG101TH1D              12744.094     3295.276      270      "Ferrite Bead"                                                                                                                            
FB2        BLM18KG260TN1D         TopLayer    BLM18EG101TH1D              982.284       11534.567     90       "Ferrite Bead"                                                                                                                            
FB1_1      BLM18KG260TN1D         BottomLayer BLM18EG101TH1D              15751.969     10814.961     0        "Ferrite Bead"                                                                                                                            
D9         B160-13-F              BottomLayer DIOM5226X240N               15251.969     7734.252      90       Diode                                                                                                                                     
D8         B160-13-F              BottomLayer DIOM5226X240N               18716.536     11631.890     90       Diode                                                                                                                                     
C237       C0805C104M3RAC7210     TopLayer    C0805                       3810.039      5972.441      180      Capacitor                                                                                                                                 
C236       C0805C104M3RAC7210     TopLayer    C0805                       3681.102      7940.945      0        Capacitor                                                                                                                                 
C235       C0805X474K3RACAUTO7210 TopLayer    C0805                       3996.063      6570.866      90       Capacitor                                                                                                                                 
C233       C0805X474K3RACAUTO7210 TopLayer    C0805                       3795.276      8098.425      0        Capacitor                                                                                                                                 
C163       GCJ21BR71E105KA12L     TopLayer    CAPC2012X150N               4232.794      3190.945      180      Capacitor                                                                                                                                 
C150       GC331CD7LQ473KX19K     BottomLayer FP-GC331C-0_2-IPC_B         6677.165      12236.220     0        "47000pF ¡À10% 630Vdc X7T 1206 (3216M) High Effective Capacitance & High Ripple Current Chip Multilayer Ceramic Capacitors for Automotive" 
C149       GC331CD7LQ473KX19K     BottomLayer FP-GC331C-0_2-IPC_B         6677.165      12118.110     0        "47000pF ¡À10% 630Vdc X7T 1206 (3216M) High Effective Capacitance & High Ripple Current Chip Multilayer Ceramic Capacitors for Automotive" 
C148       GC331CD7LQ473KX19K     BottomLayer FP-GC331C-0_2-IPC_B         6677.165      12000.000     0        "47000pF ¡À10% 630Vdc X7T 1206 (3216M) High Effective Capacitance & High Ripple Current Chip Multilayer Ceramic Capacitors for Automotive" 
C147       GC331CD7LQ473KX19K     BottomLayer FP-GC331C-0_2-IPC_B         6677.165      11881.890     0        "47000pF ¡À10% 630Vdc X7T 1206 (3216M) High Effective Capacitance & High Ripple Current Chip Multilayer Ceramic Capacitors for Automotive" 
C146       GC331CD7LQ473KX19K     BottomLayer FP-GC331C-0_2-IPC_B         6677.165      11763.780     0        "47000pF ¡À10% 630Vdc X7T 1206 (3216M) High Effective Capacitance & High Ripple Current Chip Multilayer Ceramic Capacitors for Automotive" 
C145       GC331CD7LQ473KX19K     BottomLayer FP-GC331C-0_2-IPC_B         6677.165      11645.669     0        "47000pF ¡À10% 630Vdc X7T 1206 (3216M) High Effective Capacitance & High Ripple Current Chip Multilayer Ceramic Capacitors for Automotive" 
C144       GC331CD7LQ473KX19K     BottomLayer FP-GC331C-0_2-IPC_B         6677.165      11527.559     0        "47000pF ¡À10% 630Vdc X7T 1206 (3216M) High Effective Capacitance & High Ripple Current Chip Multilayer Ceramic Capacitors for Automotive" 
C143       GC331CD7LQ473KX19K     BottomLayer FP-GC331C-0_2-IPC_B         6677.165      11409.449     0        "47000pF ¡À10% 630Vdc X7T 1206 (3216M) High Effective Capacitance & High Ripple Current Chip Multilayer Ceramic Capacitors for Automotive" 
C142       GC331CD7LQ473KX19K     BottomLayer FP-GC331C-0_2-IPC_B         6731.259      8204.725      0        "47000pF ¡À10% 630Vdc X7T 1206 (3216M) High Effective Capacitance & High Ripple Current Chip Multilayer Ceramic Capacitors for Automotive" 
C141       GC331CD7LQ473KX19K     BottomLayer FP-GC331C-0_2-IPC_B         6731.259      8086.614      0        "47000pF ¡À10% 630Vdc X7T 1206 (3216M) High Effective Capacitance & High Ripple Current Chip Multilayer Ceramic Capacitors for Automotive" 
C140       GC331CD7LQ473KX19K     BottomLayer FP-GC331C-0_2-IPC_B         6731.259      7968.504      0        "47000pF ¡À10% 630Vdc X7T 1206 (3216M) High Effective Capacitance & High Ripple Current Chip Multilayer Ceramic Capacitors for Automotive" 
C139       GC331CD7LQ473KX19K     BottomLayer FP-GC331C-0_2-IPC_B         6731.259      7850.394      0        "47000pF ¡À10% 630Vdc X7T 1206 (3216M) High Effective Capacitance & High Ripple Current Chip Multilayer Ceramic Capacitors for Automotive" 
C138       GC331CD7LQ473KX19K     BottomLayer FP-GC331C-0_2-IPC_B         6731.259      7732.284      0        "47000pF ¡À10% 630Vdc X7T 1206 (3216M) High Effective Capacitance & High Ripple Current Chip Multilayer Ceramic Capacitors for Automotive" 
C137       GC331CD7LQ473KX19K     BottomLayer FP-GC331C-0_2-IPC_B         6731.259      7614.173      0        "47000pF ¡À10% 630Vdc X7T 1206 (3216M) High Effective Capacitance & High Ripple Current Chip Multilayer Ceramic Capacitors for Automotive" 
C136       GC331CD7LQ473KX19K     BottomLayer FP-GC331C-0_2-IPC_B         6731.259      7496.063      0        "47000pF ¡À10% 630Vdc X7T 1206 (3216M) High Effective Capacitance & High Ripple Current Chip Multilayer Ceramic Capacitors for Automotive" 
C135       GC331CD7LQ473KX19K     BottomLayer FP-GC331C-0_2-IPC_B         6731.259      7377.953      0        "47000pF ¡À10% 630Vdc X7T 1206 (3216M) High Effective Capacitance & High Ripple Current Chip Multilayer Ceramic Capacitors for Automotive" 
C134       GC331CD7LQ473KX19K     BottomLayer FP-GC331C-0_2-IPC_B         6722.441      9964.567      180      "47000pF ¡À10% 630Vdc X7T 1206 (3216M) High Effective Capacitance & High Ripple Current Chip Multilayer Ceramic Capacitors for Automotive" 
C133       GC331CD7LQ473KX19K     BottomLayer FP-GC331C-0_2-IPC_B         6722.441      10082.677     180      "47000pF ¡À10% 630Vdc X7T 1206 (3216M) High Effective Capacitance & High Ripple Current Chip Multilayer Ceramic Capacitors for Automotive" 
C132       GC331CD7LQ473KX19K     BottomLayer FP-GC331C-0_2-IPC_B         6722.441      10200.787     180      "47000pF ¡À10% 630Vdc X7T 1206 (3216M) High Effective Capacitance & High Ripple Current Chip Multilayer Ceramic Capacitors for Automotive" 
C131       GC331CD7LQ473KX19K     BottomLayer FP-GC331C-0_2-IPC_B         6722.441      10318.898     180      "47000pF ¡À10% 630Vdc X7T 1206 (3216M) High Effective Capacitance & High Ripple Current Chip Multilayer Ceramic Capacitors for Automotive" 
C130       GC331CD7LQ473KX19K     BottomLayer FP-GC331C-0_2-IPC_B         6722.441      10437.008     180      "47000pF ¡À10% 630Vdc X7T 1206 (3216M) High Effective Capacitance & High Ripple Current Chip Multilayer Ceramic Capacitors for Automotive" 
C129       GC331CD7LQ473KX19K     BottomLayer FP-GC331C-0_2-IPC_B         6722.441      10555.118     180      "47000pF ¡À10% 630Vdc X7T 1206 (3216M) High Effective Capacitance & High Ripple Current Chip Multilayer Ceramic Capacitors for Automotive" 
C128       GC331CD7LQ473KX19K     BottomLayer FP-GC331C-0_2-IPC_B         6722.441      10673.228     180      "47000pF ¡À10% 630Vdc X7T 1206 (3216M) High Effective Capacitance & High Ripple Current Chip Multilayer Ceramic Capacitors for Automotive" 
C127       GC331CD7LQ473KX19K     BottomLayer FP-GC331C-0_2-IPC_B         6722.441      10791.339     180      "47000pF ¡À10% 630Vdc X7T 1206 (3216M) High Effective Capacitance & High Ripple Current Chip Multilayer Ceramic Capacitors for Automotive" 
C125       GC331CD7LQ473KX19K     BottomLayer FP-GC331C-0_2-IPC_B         6784.449      5916.339      180      "47000pF ¡À10% 630Vdc X7T 1206 (3216M) High Effective Capacitance & High Ripple Current Chip Multilayer Ceramic Capacitors for Automotive" 
C124       GC331CD7LQ473KX19K     BottomLayer FP-GC331C-0_2-IPC_B         6784.449      6034.449      180      "47000pF ¡À10% 630Vdc X7T 1206 (3216M) High Effective Capacitance & High Ripple Current Chip Multilayer Ceramic Capacitors for Automotive" 
C123       GC331CD7LQ473KX19K     BottomLayer FP-GC331C-0_2-IPC_B         6784.449      6152.559      180      "47000pF ¡À10% 630Vdc X7T 1206 (3216M) High Effective Capacitance & High Ripple Current Chip Multilayer Ceramic Capacitors for Automotive" 
C122       GC331CD7LQ473KX19K     BottomLayer FP-GC331C-0_2-IPC_B         6784.449      6270.669      180      "47000pF ¡À10% 630Vdc X7T 1206 (3216M) High Effective Capacitance & High Ripple Current Chip Multilayer Ceramic Capacitors for Automotive" 
C121       GC331CD7LQ473KX19K     BottomLayer FP-GC331C-0_2-IPC_B         6784.449      6388.780      180      "47000pF ¡À10% 630Vdc X7T 1206 (3216M) High Effective Capacitance & High Ripple Current Chip Multilayer Ceramic Capacitors for Automotive" 
C120       GC331CD7LQ473KX19K     BottomLayer FP-GC331C-0_2-IPC_B         6784.449      6506.890      180      "47000pF ¡À10% 630Vdc X7T 1206 (3216M) High Effective Capacitance & High Ripple Current Chip Multilayer Ceramic Capacitors for Automotive" 
C119       GC331CD7LQ473KX19K     BottomLayer FP-GC331C-0_2-IPC_B         6784.449      6625.000      180      "47000pF ¡À10% 630Vdc X7T 1206 (3216M) High Effective Capacitance & High Ripple Current Chip Multilayer Ceramic Capacitors for Automotive" 
C118       GC331CD7LQ473KX19K     BottomLayer FP-GC331C-0_2-IPC_B         6784.449      6743.110      180      "47000pF ¡À10% 630Vdc X7T 1206 (3216M) High Effective Capacitance & High Ripple Current Chip Multilayer Ceramic Capacitors for Automotive" 
C117       GC331CD7LQ473KX19K     BottomLayer FP-GC331C-0_2-IPC_B         6246.063      12729.371     90       "47000pF ¡À10% 630Vdc X7T 1206 (3216M) High Effective Capacitance & High Ripple Current Chip Multilayer Ceramic Capacitors for Automotive" 
C116       GC331CD7LQ473KX19K     BottomLayer FP-GC331C-0_2-IPC_B         6364.173      12729.371     90       "47000pF ¡À10% 630Vdc X7T 1206 (3216M) High Effective Capacitance & High Ripple Current Chip Multilayer Ceramic Capacitors for Automotive" 
C115       GC331CD7LQ473KX19K     BottomLayer FP-GC331C-0_2-IPC_B         6482.284      12729.371     90       "47000pF ¡À10% 630Vdc X7T 1206 (3216M) High Effective Capacitance & High Ripple Current Chip Multilayer Ceramic Capacitors for Automotive" 
C114       GC331CD7LQ473KX19K     BottomLayer FP-GC331C-0_2-IPC_B         6600.394      12729.371     90       "47000pF ¡À10% 630Vdc X7T 1206 (3216M) High Effective Capacitance & High Ripple Current Chip Multilayer Ceramic Capacitors for Automotive" 
C113       GC331CD7LQ473KX19K     BottomLayer FP-GC331C-0_2-IPC_B         6718.504      12729.371     90       "47000pF ¡À10% 630Vdc X7T 1206 (3216M) High Effective Capacitance & High Ripple Current Chip Multilayer Ceramic Capacitors for Automotive" 
C112       GC331CD7LQ473KX19K     BottomLayer FP-GC331C-0_2-IPC_B         6836.614      12729.371     90       "47000pF ¡À10% 630Vdc X7T 1206 (3216M) High Effective Capacitance & High Ripple Current Chip Multilayer Ceramic Capacitors for Automotive" 
C111       GC331CD7LQ473KX19K     BottomLayer FP-GC331C-0_2-IPC_B         6954.725      12729.371     90       "47000pF ¡À10% 630Vdc X7T 1206 (3216M) High Effective Capacitance & High Ripple Current Chip Multilayer Ceramic Capacitors for Automotive" 
C110       GC331CD7LQ473KX19K     BottomLayer FP-GC331C-0_2-IPC_B         7072.835      12729.371     90       "47000pF ¡À10% 630Vdc X7T 1206 (3216M) High Effective Capacitance & High Ripple Current Chip Multilayer Ceramic Capacitors for Automotive" 
C109       B32754C8355K000        TopLayer    B32754C8355K000             13047.244     9793.307      270      Capacitor                                                                                                                                 
C107       GC331CD7LQ473KX19K     BottomLayer FP-GC331C-0_2-IPC_B         6287.402      8715.592      90       "47000pF ¡À10% 630Vdc X7T 1206 (3216M) High Effective Capacitance & High Ripple Current Chip Multilayer Ceramic Capacitors for Automotive" 
C106       GC331CD7LQ473KX19K     BottomLayer FP-GC331C-0_2-IPC_B         6405.512      8715.592      90       "47000pF ¡À10% 630Vdc X7T 1206 (3216M) High Effective Capacitance & High Ripple Current Chip Multilayer Ceramic Capacitors for Automotive" 
C105       GC331CD7LQ473KX19K     BottomLayer FP-GC331C-0_2-IPC_B         6523.622      8715.592      90       "47000pF ¡À10% 630Vdc X7T 1206 (3216M) High Effective Capacitance & High Ripple Current Chip Multilayer Ceramic Capacitors for Automotive" 
C104       GC331CD7LQ473KX19K     BottomLayer FP-GC331C-0_2-IPC_B         6641.732      8715.592      90       "47000pF ¡À10% 630Vdc X7T 1206 (3216M) High Effective Capacitance & High Ripple Current Chip Multilayer Ceramic Capacitors for Automotive" 
C103       GC331CD7LQ473KX19K     BottomLayer FP-GC331C-0_2-IPC_B         6759.843      8715.592      90       "47000pF ¡À10% 630Vdc X7T 1206 (3216M) High Effective Capacitance & High Ripple Current Chip Multilayer Ceramic Capacitors for Automotive" 
C102       GC331CD7LQ473KX19K     BottomLayer FP-GC331C-0_2-IPC_B         6877.953      8715.592      90       "47000pF ¡À10% 630Vdc X7T 1206 (3216M) High Effective Capacitance & High Ripple Current Chip Multilayer Ceramic Capacitors for Automotive" 
C101       GC331CD7LQ473KX19K     BottomLayer FP-GC331C-0_2-IPC_B         6996.063      8715.592      90       "47000pF ¡À10% 630Vdc X7T 1206 (3216M) High Effective Capacitance & High Ripple Current Chip Multilayer Ceramic Capacitors for Automotive" 
C100       GC331CD7LQ473KX19K     BottomLayer FP-GC331C-0_2-IPC_B         7114.173      8715.592      90       "47000pF ¡À10% 630Vdc X7T 1206 (3216M) High Effective Capacitance & High Ripple Current Chip Multilayer Ceramic Capacitors for Automotive" 
C99        ESMQ351VSN681MA35S     TopLayer    CAPPRD1000W180D3550H3700    16744.094     13862.205     180      "Capacitor Polarised"                                                                                                                     
C98        ESMQ351VSN681MA35S     TopLayer    CAPPRD1000W180D3550H3700    15208.661     13866.142     0        "Capacitor Polarised"                                                                                                                     
C96        B32716H8306K000        TopLayer    B32716H8306K000             6950.788      13954.724     0        Capacitor                                                                                                                                 
C95        B32716H8306K000        TopLayer    B32716H8306K000             3312.992      13954.724     0        Capacitor                                                                                                                                 
C94        B32716H8306K000        TopLayer    B32716H8306K000             5143.701      13954.724     180      Capacitor                                                                                                                                 
C93        B32716H8306K000        TopLayer    B32716H8306K000             8742.126      13954.724     180      Capacitor                                                                                                                                 
C79        B32754C8355K000        TopLayer    B32754C8355K000             12220.472     9803.149      270      Capacitor                                                                                                                                 
C76        ESMQ351VSN681MA35S     TopLayer    CAPPRD1000W180D3550H3700    13618.110     13862.205     0        "Capacitor Polarised"                                                                                                                     
C74        ESMQ351VSN681MA35S     TopLayer    CAPPRD1000W180D3550H3700    18299.213     13877.953     180      "Capacitor Polarised"                                                                                                                     
C73        C2012X7S1E106K125AE    BottomLayer CAPC2012X145N               3641.732      3580.825      270      Capacitor                                                                                                                                 
C72        VJ0805Y104KXBAT        BottomLayer CAPC2012X145N               3799.213      3580.825      270      Capacitor                                                                                                                                 
C71        GRM21BD72A225ME01K     BottomLayer CAPC2012X145N               3720.472      3580.825      270      Capacitor                                                                                                                                 
C70        C2012X7S1E106K125AE    TopLayer    CAPC2012X145N               9167.323      3068.898      270      Capacitor                                                                                                                                 
C69        C0805C104M3RAC7210     TopLayer    C0805                       9265.748      3064.961      270      Capacitor                                                                                                                                 
C68        GCJ21BR71E105KA12L     TopLayer    CAPC2012X150N               4226.101      3092.520      180      Capacitor                                                                                                                                 
C67        GCJ21BR71E105KA12L     TopLayer    CAPC2012X150N               4657.480      3185.039      0        Capacitor                                                                                                                                 
C66        C2012X7S1E106K125AE    TopLayer    CAPC2012X145N               4628.069      3013.780      270      Capacitor                                                                                                                                 
C65        C0805C104M3RAC7210     TopLayer    C0805                       10944.882     3011.811      0        Capacitor                                                                                                                                 
C64        C2012X7S1E106K125AE    TopLayer    CAPC2012X145N               4254.053      2994.095      270      Capacitor                                                                                                                                 
C63        C2012X7S1E106K125AE    TopLayer    CAPC2012X145N               4706.809      3013.780      270      Capacitor                                                                                                                                 
C62        C2012X7S1E106K125AE    BottomLayer CAPC2012X145N               2803.150      3614.173      90       Capacitor                                                                                                                                 
C61        VJ0805Y104KXBAT        BottomLayer CAPC2012X145N               2687.008      3620.195      90       Capacitor                                                                                                                                 
C60        GRM21BD72A225ME01K     BottomLayer CAPC2012X145N               2608.268      3620.195      90       Capacitor                                                                                                                                 
C59        C2012X7S1E106K125AE    BottomLayer CAPC2012X145N               885.827       3669.408      90       Capacitor                                                                                                                                 
C58        VJ0805Y104KXBAT        BottomLayer CAPC2012X145N               1062.992      3669.408      90       Capacitor                                                                                                                                 
C57        GRM21BD72A225ME01K     BottomLayer CAPC2012X145N               1141.732      3669.408      90       Capacitor                                                                                                                                 
C56        C2012X7S1E106K125AE    TopLayer    CAPC2012X145N               10812.992     3053.150      90       Capacitor                                                                                                                                 
C55        C2012X7S1E106K125AE    BottomLayer CAPC2012X145N               3799.213      3452.872      90       Capacitor                                                                                                                                 
C54        VJ0805Y104KXBAT        BottomLayer CAPC2012X145N               3720.472      3452.872      90       Capacitor                                                                                                                                 
C53        GRM21BD72A225ME01K     BottomLayer CAPC2012X145N               3641.732      3452.872      90       Capacitor                                                                                                                                 
C52        C0805X474K3RACAUTO7210 TopLayer    C0805                       9265.748      3255.906      270      Capacitor                                                                                                                                 
C51        GCJ21BR71E105KA12L     TopLayer    CAPC2012X150N               10812.992     2887.402      270      Capacitor                                                                                                                                 
C50        C2012X7S1E106K125AE    TopLayer    CAPC2012X145N               13133.858     3307.087      90       Capacitor                                                                                                                                 
C49        C0805C104M3RAC7210     BottomLayer C0805                       12915.354     3293.307      180      Capacitor                                                                                                                                 
C26        C2012X7S1E106K125AE    TopLayer    CAPC2012X145N               1244.094      11606.299     180      Capacitor                                                                                                                                 
C25        CC0805KRX7R8BB104      TopLayer    CAPC2012X95N                1251.968      11822.835     180      Capacitor                                                                                                                                 
C24        C0805C331K3GACTU       TopLayer    C0805                       854.331       11242.520     90       Capacitor                                                                                                                                 
C23        C0805C331K3GACTU       TopLayer    C0805                       942.913       11000.394     90       Capacitor                                                                                                                                 
C21        C2012X7S1E106K125AE    TopLayer    CAPC2012X145N               1080.709      10845.591     0        Capacitor                                                                                                                                 
C20        C0805C104M3RAC7210     TopLayer    C0805                       937.008       10838.583     270      Capacitor                                                                                                                                 
C19        C0805C331K3GACTU       TopLayer    C0805                       1496.063      10933.071     270      Capacitor                                                                                                                                 
C18        C0805C100K3RACTU       BottomLayer C0805                       1877.953      11364.567     180      Capacitor                                                                                                                                 
C16        C0805C331K3GACTU       TopLayer    C0805                       2153.543      11338.583     90       Capacitor                                                                                                                                 
C15        C0805C100K3RACTU       BottomLayer C0805                       1887.795      11275.984     180      Capacitor                                                                                                                                 
C14        GCJ21BR71E105KA12L     TopLayer    CAPC2012X150N               1653.543      11080.709     180      Capacitor                                                                                                                                 
C13        GCJ21BR71E105KA12L     BottomLayer CAPC2012X150N               1896.063      11167.717     180      Capacitor                                                                                                                                 
C12        C0805C104M3RAC7210     BottomLayer C0805                       1779.528      11128.346     270      Capacitor                                                                                                                                 
C11        C0805C104M3RAC7210     TopLayer    C0805                       1996.063      11088.976     180      Capacitor                                                                                                                                 
C10        C2012X7S1E106K125AE    BottomLayer CAPC2012X145N               2399.606      12358.662     180      Capacitor                                                                                                                                 
C9         VJ0805Y104KXBAT        BottomLayer CAPC2012X145N               2399.606      12594.882     180      Capacitor                                                                                                                                 
C8         GRM21BD72A225ME01K     BottomLayer CAPC2012X145N               2399.606      12437.402     180      Capacitor                                                                                                                                 
C7         C2012X7S1E106K125AE    BottomLayer CAPC2012X145N               1966.535      12417.717     0        Capacitor                                                                                                                                 
C6         VJ0805Y104KXBAT        BottomLayer CAPC2012X145N               1966.535      12604.725     0        Capacitor                                                                                                                                 
C5         GRM21BD72A225ME01K     BottomLayer CAPC2012X145N               1966.535      12338.976     0        Capacitor                                                                                                                                 
C4_1       C2012X7S1E106K125AE    BottomLayer CAPC2012X145N               15870.079     10814.961     0        Capacitor                                                                                                                                 
C3_1       CC0805KRX7R8BB104      BottomLayer CAPC2012X95N                15870.079     10893.701     0        Capacitor                                                                                                                                 
C2_1       CC0805KRX7R8BB104      TopLayer    CAPC2012X95N                16409.449     10629.921     0        Capacitor                                                                                                                                 
C1_1       C0805C473J3GEC7210     TopLayer    C0805                       16228.346     10425.197     0        Capacitor                                                                                                                                 
